AIRPORT,Year,Month,INBOUND,OUTBOUND,TOTAL,INBOUND,OUTBOUND,TOTAL,INBOUND,OUTBOUND,Passengers
GOLD COAST,2020,6,2252.00,2837.00,5089.00,0.00,0.00,0.00,2252.00,2837.00,5089.00
GOLD COAST,2020,7,21997.00,19649.00,41646.00,0.00,0.00,0.00,21997.00,19649.00,41646.00
GOLD COAST,2020,8,4075.00,5636.00,9711.00,0.00,0.00,0.00,4075.00,5636.00,9711.00
GOLD COAST,2020,9,10057.00,10035.00,20092.00,0.00,284.00,284.00,10057.00,10319.00,20376.00
GOLD COAST,2020,10,16042.00,15400.00,31442.00,0.00,0.00,0.00,16042.00,15400.00,31442.00
GOLD COAST,2020,11,17802.00,18453.00,36255.00,0.00,0.00,0.00,17802.00,18453.00,36255.00
GOLD COAST,2020,12,101843.00,86257.00,188100.00,0.00,0.00,0.00,101843.00,86257.00,188100.00
GOLD COAST,2021,1,86476.00,106520.00,192996.00,0.00,0.00,0.00,86476.00,106520.00,192996.00
GOLD COAST,2021,2,78519.00,81407.00,159926.00,0.00,0.00,0.00,78519.00,81407.00,159926.00
GOLD COAST,2021,3,142324.00,138815.00,281139.00,0.00,0.00,0.00,142324.00,138815.00,281139.00
GOLD COAST,2021,4,197500.00,199954.00,397454.00,1797.00,2603.00,4400.00,199297.00,202557.00,401854.00
GOLD COAST,2021,5,186483.00,185124.00,371607.00,7460.00,6807.00,14267.00,193943.00,191931.00,385874.00
GOLD COAST,2021,6,119201.00,117418.00,236619.00,8198.00,7736.00,15934.00,127399.00,125154.00,252553.00
GOLD COAST,2021,7,43177.00,52264.00,95441.00,4205.00,5438.00,9643.00,47382.00,57702.00,105084.00
GOLD COAST,2021,8,5901.00,6584.00,12485.00,0.00,0.00,0.00,5901.00,6584.00,12485.00
GOLD COAST,2021,9,12427.00,12573.00,25000.00,0.00,0.00,0.00,12427.00,12573.00,25000.00
GOLD COAST,2021,10,12556.00,13379.00,25935.00,0.00,0.00,0.00,12556.00,13379.00,25935.00
GOLD COAST,2021,11,17318.00,18011.00,35329.00,0.00,0.00,0.00,17318.00,18011.00,35329.00
GOLD COAST,2021,12,119880.00,85001.00,204881.00,0.00,0.00,0.00,119880.00,85001.00,204881.00
GOLD COAST,2022,1,182877.00,202648.00,385525.00,0.00,0.00,0.00,182877.00,202648.00,385525.00
GOLD COAST,2022,2,151862.00,151166.00,303028.00,301.00,124.00,425.00,152163.00,151290.00,303453.00
GOLD COAST,2022,3,196849.00,199365.00,396214.00,2983.00,3031.00,6014.00,199832.00,202396.00,402228.00
GOLD COAST,2022,4,270544.00,269351.00,539895.00,8060.00,7695.00,15755.00,278604.00,277046.00,555650.00
GOLD COAST,2022,5,217755.00,220808.00,438563.00,9571.00,8649.00,18220.00,227326.00,229457.00,456783.00
GOLD COAST,2022,6,231105.00,221148.00,452253.00,15210.00,16385.00,31595.00,246315.00,237533.00,483848.00
GOLD COAST,2022,7,243878.00,245747.00,489625.00,26229.00,22633.00,48862.00,270107.00,268380.00,538487.00
GOLD COAST,2022,8,216702.00,218038.00,434740.00,25503.00,25076.00,50579.00,242205.00,243114.00,485319.00
GOLD COAST,2022,9,232538.00,227367.00,459905.00,26255.00,26290.00,52545.00,258793.00,253657.00,512450.00
GOLD COAST,2022,10,237083.00,237880.00,474963.00,27812.00,26387.00,54199.00,264895.00,264267.00,529162.00
GOLD COAST,2022,11,231294.00,233057.00,464351.00,28108.00,29278.00,57386.00,259402.00,262335.00,521737.00
GOLD COAST,2022,12,243465.00,234968.00,478433.00,27094.00,28518.00,55612.00,270559.00,263486.00,534045.00
GOLD COAST,2023,1,248670.00,261906.00,510576.00,32363.00,28659.00,61022.00,281033.00,290565.00,571598.00
GOLD COAST,2023,2,188231.00,187276.00,375507.00,28225.00,26802.00,55027.00,216456.00,214078.00,430534.00
GOLD COAST,2023,3,211524.00,213378.00,424902.00,30936.00,30210.00,61146.00,242460.00,243588.00,486048.00
GOLD COAST,2023,4,229806.00,228478.00,458284.00,39214.00,36705.00,75919.00,269020.00,265183.00,534203.00
GOLD COAST,2023,5,205362.00,205698.00,411060.00,32887.00,30946.00,63833.00,238249.00,236644.00,474893.00
GOLD COAST,2023,6,209560.00,201489.00,411049.00,35099.00,37464.00,72563.00,244659.00,238953.00,483612.00
GOLD COAST,2023,7,238507.00,241729.00,480236.00,43785.00,36661.00,80446.00,282292.00,278390.00,560682.00
GOLD COAST,2023,8,218772.00,220353.00,439125.00,34098.00,33112.00,67210.00,252870.00,253465.00,506335.00
GOLD COAST,2023,9,244452.00,236402.00,480854.00,36804.00,37399.00,74203.00,281256.00,273801.00,555057.00
GOLD COAST,2023,10,240543.00,246162.00,486705.00,36152.00,33809.00,69961.00,276695.00,279971.00,556666.00
GOLD COAST,2023,11,229172.00,231813.00,460985.00,25198.00,26729.00,51927.00,254370.00,258542.00,512912.00
GOLD COAST,2023,12,257085.00,243178.00,500263.00,26944.00,30423.00,57367.00,284029.00,273601.00,557630.00
GOLD COAST,2024,1,258128.00,275765.00,533893.00,32659.00,29658.00,62317.00,290787.00,305423.00,596210.00
GOLD COAST,2024,2,212791.00,214004.00,426795.00,23412.00,22061.00,45473.00,236203.00,236065.00,472268.00
GOLD COAST,2024,3,242625.00,236651.00,479276.00,23851.00,23870.00,47721.00,266476.00,260521.00,526997.00
GOLD COAST,2024,4,243096.00,248009.00,491105.00,30213.00,26508.00,56721.00,273309.00,274517.00,547826.00
GOLD COAST,2024,5,208372.00,208655.00,417027.00,22701.00,21933.00,44634.00,231073.00,230588.00,461661.00
GOLD COAST,2024,6,209732.00,207786.00,417518.00,24777.00,25347.00,50124.00,234509.00,233133.00,467642.00
GOLD COAST,2024,7,245886.00,241774.00,487660.00,31207.00,28850.00,60057.00,277093.00,270624.00,547717.00
GOLD COAST,2024,8,215306.00,216752.00,432058.00,26083.00,25433.00,51516.00,241389.00,242185.00,483574.00
GOLD COAST,2024,9,232618.00,222871.00,455489.00,28290.00,27285.00,55575.00,260908.00,250156.00,511064.00
GOLD COAST,2024,10,241841.00,250122.00,491963.00,27448.00,27488.00,54936.00,269289.00,277610.00,546899.00
GOLD COAST,2024,11,217514.00,218938.00,436452.00,20316.00,21375.00,41691.00,237830.00,240313.00,478143.00
GOLD COAST,2024,12,260449.00,248197.00,508646.00,27212.00,30357.00,57569.00,287661.00,278554.00,566215.00
GOLD COAST,2025,1,273674.00,280022.00,553696.00,36425.00,31551.00,67976.00,310099.00,311573.00,621672.00
GOLD COAST,2025,2,188272.00,192174.00,380446.00,19297.00,19400.00,38697.00,207569.00,211574.00,419143.00
GOLD COAST,2025,3,172948.00,170495.00,343443.00,19224.00,18138.00,37362.00,192172.00,188633.00,380805.00
GOLD COAST,2025,4,234401.00,234110.00,468511.00,31192.00,30080.00,61272.00,265593.00,264190.00,529783.00
GOLD COAST,2025,5,206079.00,205877.00,411956.00,23636.00,22040.00,45676.00,229715.00,227917.00,457632.00
GOLD COAST,2025,6,200700.00,202990.00,403690.00,26419.00,25524.00,51943.00,227119.00,228514.00,455633.00
HAMILTON ISLAND,2009,1,19233.00,21400.00,40633.00,0.00,0.00,0.00,19233.00,21400.00,40633.00
HAMILTON ISLAND,2009,2,13441.00,13381.00,26822.00,0.00,0.00,0.00,13441.00,13381.00,26822.00
HAMILTON ISLAND,2009,3,16418.00,16376.00,32794.00,0.00,0.00,0.00,16418.00,16376.00,32794.00
HAMILTON ISLAND,2009,4,17439.00,17532.00,34971.00,0.00,0.00,0.00,17439.00,17532.00,34971.00
HAMILTON ISLAND,2009,5,14959.00,15330.00,30289.00,0.00,0.00,0.00,14959.00,15330.00,30289.00
HAMILTON ISLAND,2009,6,15081.00,14625.00,29706.00,0.00,0.00,0.00,15081.00,14625.00,29706.00
HAMILTON ISLAND,2009,7,19347.00,19839.00,39186.00,0.00,0.00,0.00,19347.00,19839.00,39186.00
HAMILTON ISLAND,2009,8,20162.00,20478.00,40640.00,0.00,0.00,0.00,20162.00,20478.00,40640.00
HAMILTON ISLAND,2009,9,23005.00,22603.00,45608.00,0.00,0.00,0.00,23005.00,22603.00,45608.00
HAMILTON ISLAND,2009,10,24217.00,24561.00,48778.00,0.00,0.00,0.00,24217.00,24561.00,48778.00
HAMILTON ISLAND,2009,11,22397.00,22966.00,45363.00,0.00,0.00,0.00,22397.00,22966.00,45363.00
HAMILTON ISLAND,2009,12,21234.00,20414.00,41648.00,0.00,0.00,0.00,21234.00,20414.00,41648.00
HAMILTON ISLAND,2010,1,21471.00,23160.00,44631.00,0.00,0.00,0.00,21471.00,23160.00,44631.00
HAMILTON ISLAND,2010,2,16794.00,16718.00,33512.00,0.00,0.00,0.00,16794.00,16718.00,33512.00
HAMILTON ISLAND,2010,3,17924.00,17626.00,35550.00,0.00,0.00,0.00,17924.00,17626.00,35550.00
HAMILTON ISLAND,2010,4,19470.00,19653.00,39123.00,0.00,0.00,0.00,19470.00,19653.00,39123.00
HAMILTON ISLAND,2010,5,15711.00,16409.00,32120.00,0.00,0.00,0.00,15711.00,16409.00,32120.00
HAMILTON ISLAND,2010,6,16377.00,15523.00,31900.00,0.00,0.00,0.00,16377.00,15523.00,31900.00
HAMILTON ISLAND,2010,7,19521.00,20456.00,39977.00,0.00,0.00,0.00,19521.00,20456.00,39977.00
HAMILTON ISLAND,2010,8,20111.00,20047.00,40158.00,0.00,0.00,0.00,20111.00,20047.00,40158.00
HAMILTON ISLAND,2010,9,22709.00,21122.00,43831.00,0.00,0.00,0.00,22709.00,21122.00,43831.00
HAMILTON ISLAND,2010,10,23376.00,24636.00,48012.00,0.00,0.00,0.00,23376.00,24636.00,48012.00
HAMILTON ISLAND,2010,11,21799.00,22621.00,44420.00,0.00,0.00,0.00,21799.00,22621.00,44420.00
HAMILTON ISLAND,2010,12,22647.00,21194.00,43841.00,0.00,0.00,0.00,22647.00,21194.00,43841.00
HAMILTON ISLAND,2011,1,20297.00,23727.00,44024.00,0.00,0.00,0.00,20297.00,23727.00,44024.00
HAMILTON ISLAND,2011,2,12751.00,12155.00,24906.00,0.00,0.00,0.00,12751.00,12155.00,24906.00
HAMILTON ISLAND,2011,3,16346.00,16232.00,32578.00,0.00,0.00,0.00,16346.00,16232.00,32578.00
HAMILTON ISLAND,2011,4,19114.00,18848.00,37962.00,0.00,0.00,0.00,19114.00,18848.00,37962.00
HAMILTON ISLAND,2011,5,14177.00,15277.00,29454.00,0.00,0.00,0.00,14177.00,15277.00,29454.00
HAMILTON ISLAND,2011,6,14850.00,13628.00,28478.00,0.00,0.00,0.00,14850.00,13628.00,28478.00
HAMILTON ISLAND,2011,7,19457.00,19650.00,39107.00,0.00,0.00,0.00,19457.00,19650.00,39107.00
HAMILTON ISLAND,2011,8,19876.00,19779.00,39655.00,0.00,0.00,0.00,19876.00,19779.00,39655.00
HAMILTON ISLAND,2011,9,23094.00,21284.00,44378.00,0.00,0.00,0.00,23094.00,21284.00,44378.00
HAMILTON ISLAND,2011,10,22886.00,24516.00,47402.00,0.00,0.00,0.00,22886.00,24516.00,47402.00
HAMILTON ISLAND,2011,11,21386.00,22319.00,43705.00,0.00,0.00,0.00,21386.00,22319.00,43705.00
HAMILTON ISLAND,2011,12,21111.00,19668.00,40779.00,0.00,0.00,0.00,21111.00,19668.00,40779.00
HAMILTON ISLAND,2012,1,19546.00,22017.00,41563.00,0.00,0.00,0.00,19546.00,22017.00,41563.00
HAMILTON ISLAND,2012,2,13543.00,13827.00,27370.00,0.00,0.00,0.00,13543.00,13827.00,27370.00
HAMILTON ISLAND,2012,3,16254.00,15380.00,31634.00,0.00,0.00,0.00,16254.00,15380.00,31634.00
HAMILTON ISLAND,2012,4,18323.00,18765.00,37088.00,0.00,0.00,0.00,18323.00,18765.00,37088.00
HAMILTON ISLAND,2012,5,14535.00,15003.00,29538.00,0.00,0.00,0.00,14535.00,15003.00,29538.00
HAMILTON ISLAND,2012,6,16231.00,14644.00,30875.00,0.00,0.00,0.00,16231.00,14644.00,30875.00
HAMILTON ISLAND,2012,7,17730.00,18047.00,35777.00,0.00,0.00,0.00,17730.00,18047.00,35777.00
HAMILTON ISLAND,2012,8,18029.00,17452.00,35481.00,0.00,0.00,0.00,18029.00,17452.00,35481.00
HAMILTON ISLAND,2012,9,21942.00,20358.00,42300.00,0.00,0.00,0.00,21942.00,20358.00,42300.00
HAMILTON ISLAND,2012,10,21947.00,22979.00,44926.00,0.00,0.00,0.00,21947.00,22979.00,44926.00
HAMILTON ISLAND,2012,11,21088.00,21290.00,42378.00,0.00,0.00,0.00,21088.00,21290.00,42378.00
HAMILTON ISLAND,2012,12,21496.00,20261.00,41757.00,0.00,0.00,0.00,21496.00,20261.00,41757.00
HAMILTON ISLAND,2013,1,19124.00,21253.00,40377.00,0.00,0.00,0.00,19124.00,21253.00,40377.00
HAMILTON ISLAND,2013,2,15268.00,15134.00,30402.00,0.00,0.00,0.00,15268.00,15134.00,30402.00
HAMILTON ISLAND,2013,3,17792.00,16657.00,34449.00,0.00,0.00,0.00,17792.00,16657.00,34449.00
HAMILTON ISLAND,2013,4,17849.00,18928.00,36777.00,0.00,0.00,0.00,17849.00,18928.00,36777.00
HAMILTON ISLAND,2013,5,15088.00,15102.00,30190.00,0.00,0.00,0.00,15088.00,15102.00,30190.00
HAMILTON ISLAND,2013,6,16694.00,15212.00,31906.00,0.00,0.00,0.00,16694.00,15212.00,31906.00
HAMILTON ISLAND,2013,7,17875.00,19112.00,36987.00,0.00,0.00,0.00,17875.00,19112.00,36987.00
HAMILTON ISLAND,2013,8,20422.00,19647.00,40069.00,0.00,0.00,0.00,20422.00,19647.00,40069.00
HAMILTON ISLAND,2013,9,23283.00,21927.00,45210.00,0.00,0.00,0.00,23283.00,21927.00,45210.00
HAMILTON ISLAND,2013,10,23693.00,24577.00,48270.00,0.00,0.00,0.00,23693.00,24577.00,48270.00
HAMILTON ISLAND,2013,11,22775.00,22928.00,45703.00,0.00,0.00,0.00,22775.00,22928.00,45703.00
HAMILTON ISLAND,2013,12,23009.00,21951.00,44960.00,0.00,0.00,0.00,23009.00,21951.00,44960.00
HAMILTON ISLAND,2014,1,21333.00,23441.00,44774.00,0.00,0.00,0.00,21333.00,23441.00,44774.00
HAMILTON ISLAND,2014,2,17279.00,17282.00,34561.00,0.00,0.00,0.00,17279.00,17282.00,34561.00
HAMILTON ISLAND,2014,3,17274.00,17414.00,34688.00,0.00,0.00,0.00,17274.00,17414.00,34688.00
HAMILTON ISLAND,2014,4,18407.00,18367.00,36774.00,0.00,0.00,0.00,18407.00,18367.00,36774.00
HAMILTON ISLAND,2014,5,16644.00,16586.00,33230.00,0.00,0.00,0.00,16644.00,16586.00,33230.00
HAMILTON ISLAND,2014,6,16873.00,15213.00,32086.00,0.00,0.00,0.00,16873.00,15213.00,32086.00
HAMILTON ISLAND,2014,7,20478.00,21793.00,42271.00,0.00,0.00,0.00,20478.00,21793.00,42271.00
HAMILTON ISLAND,2014,8,21538.00,21307.00,42845.00,0.00,0.00,0.00,21538.00,21307.00,42845.00
HAMILTON ISLAND,2014,9,24516.00,22996.00,47512.00,0.00,0.00,0.00,24516.00,22996.00,47512.00
HAMILTON ISLAND,2014,10,24055.00,25300.00,49355.00,0.00,0.00,0.00,24055.00,25300.00,49355.00
HAMILTON ISLAND,2014,11,21743.00,22049.00,43792.00,0.00,0.00,0.00,21743.00,22049.00,43792.00
HAMILTON ISLAND,2014,12,22916.00,21701.00,44617.00,0.00,0.00,0.00,22916.00,21701.00,44617.00
HAMILTON ISLAND,2015,1,21515.00,24010.00,45525.00,0.00,0.00,0.00,21515.00,24010.00,45525.00
HAMILTON ISLAND,2015,2,18129.00,17566.00,35695.00,0.00,0.00,0.00,18129.00,17566.00,35695.00
HAMILTON ISLAND,2015,3,18788.00,18138.00,36926.00,0.00,0.00,0.00,18788.00,18138.00,36926.00
HAMILTON ISLAND,2015,4,18567.00,19125.00,37692.00,0.00,0.00,0.00,18567.00,19125.00,37692.00
HAMILTON ISLAND,2015,5,16356.00,16902.00,33258.00,0.00,0.00,0.00,16356.00,16902.00,33258.00
HAMILTON ISLAND,2015,6,18103.00,16269.00,34372.00,0.00,0.00,0.00,18103.00,16269.00,34372.00
HAMILTON ISLAND,2015,7,19019.00,19946.00,38965.00,0.00,0.00,0.00,19019.00,19946.00,38965.00
HAMILTON ISLAND,2015,8,21042.00,21156.00,42198.00,0.00,0.00,0.00,21042.00,21156.00,42198.00
HAMILTON ISLAND,2015,9,23255.00,21637.00,44892.00,0.00,0.00,0.00,23255.00,21637.00,44892.00
HAMILTON ISLAND,2015,10,23315.00,24246.00,47561.00,0.00,0.00,0.00,23315.00,24246.00,47561.00
HAMILTON ISLAND,2015,11,21629.00,22375.00,44004.00,0.00,0.00,0.00,21629.00,22375.00,44004.00
HAMILTON ISLAND,2015,12,23727.00,21671.00,45398.00,0.00,0.00,0.00,23727.00,21671.00,45398.00
HAMILTON ISLAND,2016,1,22617.00,24999.00,47616.00,0.00,0.00,0.00,22617.00,24999.00,47616.00
HAMILTON ISLAND,2016,2,20744.00,20562.00,41306.00,0.00,0.00,0.00,20744.00,20562.00,41306.00
HAMILTON ISLAND,2016,3,22312.00,20772.00,43084.00,0.00,0.00,0.00,22312.00,20772.00,43084.00
HAMILTON ISLAND,2016,4,21842.00,22714.00,44556.00,0.00,0.00,0.00,21842.00,22714.00,44556.00
HAMILTON ISLAND,2016,5,18880.00,20006.00,38886.00,0.00,0.00,0.00,18880.00,20006.00,38886.00
HAMILTON ISLAND,2016,6,19262.00,17017.00,36279.00,0.00,0.00,0.00,19262.00,17017.00,36279.00
HAMILTON ISLAND,2016,7,23290.00,24686.00,47976.00,0.00,0.00,0.00,23290.00,24686.00,47976.00
HAMILTON ISLAND,2016,8,22826.00,23024.00,45850.00,0.00,0.00,0.00,22826.00,23024.00,45850.00
HAMILTON ISLAND,2016,9,26244.00,24538.00,50782.00,0.00,0.00,0.00,26244.00,24538.00,50782.00
HAMILTON ISLAND,2016,10,25971.00,27069.00,53040.00,0.00,0.00,0.00,25971.00,27069.00,53040.00
HAMILTON ISLAND,2016,11,24398.00,25255.00,49653.00,0.00,0.00,0.00,24398.00,25255.00,49653.00
HAMILTON ISLAND,2016,12,26315.00,24479.00,50794.00,0.00,0.00,0.00,26315.00,24479.00,50794.00
HAMILTON ISLAND,2017,1,26590.00,29087.00,55677.00,0.00,0.00,0.00,26590.00,29087.00,55677.00
HAMILTON ISLAND,2017,2,19690.00,20718.00,40408.00,0.00,0.00,0.00,19690.00,20718.00,40408.00
HAMILTON ISLAND,2017,3,17665.00,18510.00,36175.00,0.00,0.00,0.00,17665.00,18510.00,36175.00
HAMILTON ISLAND,2017,4,8954.00,7837.00,16791.00,0.00,0.00,0.00,8954.00,7837.00,16791.00
HAMILTON ISLAND,2017,5,12495.00,12799.00,25294.00,0.00,0.00,0.00,12495.00,12799.00,25294.00
HAMILTON ISLAND,2017,6,12601.00,11540.00,24141.00,0.00,0.00,0.00,12601.00,11540.00,24141.00
HAMILTON ISLAND,2017,7,17069.00,17966.00,35035.00,0.00,0.00,0.00,17069.00,17966.00,35035.00
HAMILTON ISLAND,2017,8,17459.00,17375.00,34834.00,0.00,0.00,0.00,17459.00,17375.00,34834.00
HAMILTON ISLAND,2017,9,19922.00,18540.00,38462.00,0.00,0.00,0.00,19922.00,18540.00,38462.00
HAMILTON ISLAND,2017,10,19266.00,20888.00,40154.00,0.00,0.00,0.00,19266.00,20888.00,40154.00
HAMILTON ISLAND,2017,11,18585.00,18765.00,37350.00,0.00,0.00,0.00,18585.00,18765.00,37350.00
HAMILTON ISLAND,2017,12,20167.00,19063.00,39230.00,0.00,0.00,0.00,20167.00,19063.00,39230.00
HAMILTON ISLAND,2018,1,18523.00,20414.00,38937.00,0.00,0.00,0.00,18523.00,20414.00,38937.00
HAMILTON ISLAND,2018,2,16593.00,16666.00,33259.00,0.00,0.00,0.00,16593.00,16666.00,33259.00
HAMILTON ISLAND,2018,3,16672.00,15753.00,32425.00,0.00,0.00,0.00,16672.00,15753.00,32425.00
HAMILTON ISLAND,2018,4,15867.00,16890.00,32757.00,0.00,0.00,0.00,15867.00,16890.00,32757.00
HAMILTON ISLAND,2018,5,13253.00,13723.00,26976.00,0.00,0.00,0.00,13253.00,13723.00,26976.00
HAMILTON ISLAND,2018,6,13797.00,13148.00,26945.00,0.00,0.00,0.00,13797.00,13148.00,26945.00
HAMILTON ISLAND,2018,7,18537.00,19562.00,38099.00,0.00,0.00,0.00,18537.00,19562.00,38099.00
HAMILTON ISLAND,2018,8,18498.00,18441.00,36939.00,0.00,0.00,0.00,18498.00,18441.00,36939.00
HAMILTON ISLAND,2018,9,20506.00,19290.00,39796.00,0.00,0.00,0.00,20506.00,19290.00,39796.00
HAMILTON ISLAND,2018,10,20146.00,21935.00,42081.00,0.00,0.00,0.00,20146.00,21935.00,42081.00
HAMILTON ISLAND,2018,11,19180.00,19367.00,38547.00,0.00,0.00,0.00,19180.00,19367.00,38547.00
HAMILTON ISLAND,2018,12,20924.00,19699.00,40623.00,0.00,0.00,0.00,20924.00,19699.00,40623.00
HAMILTON ISLAND,2019,1,18734.00,21179.00,39913.00,0.00,0.00,0.00,18734.00,21179.00,39913.00
HAMILTON ISLAND,2019,2,15354.00,15844.00,31198.00,0.00,0.00,0.00,15354.00,15844.00,31198.00
HAMILTON ISLAND,2019,3,15182.00,15103.00,30285.00,0.00,0.00,0.00,15182.00,15103.00,30285.00
HAMILTON ISLAND,2019,4,18466.00,18217.00,36683.00,0.00,0.00,0.00,18466.00,18217.00,36683.00
HAMILTON ISLAND,2019,5,13986.00,14324.00,28310.00,0.00,0.00,0.00,13986.00,14324.00,28310.00
HAMILTON ISLAND,2019,6,14973.00,13789.00,28762.00,0.00,0.00,0.00,14973.00,13789.00,28762.00
HAMILTON ISLAND,2019,7,19871.00,20944.00,40815.00,0.00,0.00,0.00,19871.00,20944.00,40815.00
HAMILTON ISLAND,2019,8,19838.00,19645.00,39483.00,0.00,0.00,0.00,19838.00,19645.00,39483.00
HAMILTON ISLAND,2019,9,22853.00,21528.00,44381.00,0.00,0.00,0.00,22853.00,21528.00,44381.00
HAMILTON ISLAND,2019,10,22524.00,24536.00,47060.00,0.00,0.00,0.00,22524.00,24536.00,47060.00
HAMILTON ISLAND,2019,11,20579.00,20977.00,41556.00,0.00,0.00,0.00,20579.00,20977.00,41556.00
HAMILTON ISLAND,2019,12,23078.00,21022.00,44100.00,0.00,0.00,0.00,23078.00,21022.00,44100.00
HAMILTON ISLAND,2020,1,22712.00,25497.00,48209.00,0.00,0.00,0.00,22712.00,25497.00,48209.00
HAMILTON ISLAND,2020,2,14231.00,14505.00,28736.00,0.00,0.00,0.00,14231.00,14505.00,28736.00
HAMILTON ISLAND,2020,3,10071.00,12473.00,22544.00,0.00,0.00,0.00,10071.00,12473.00,22544.00
HAMILTON ISLAND,2020,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HAMILTON ISLAND,2020,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HAMILTON ISLAND,2020,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HAMILTON ISLAND,2020,7,254.00,103.00,357.00,0.00,0.00,0.00,254.00,103.00,357.00
HAMILTON ISLAND,2020,8,4259.00,3940.00,8199.00,0.00,0.00,0.00,4259.00,3940.00,8199.00
HAMILTON ISLAND,2020,9,8241.00,7285.00,15526.00,0.00,0.00,0.00,8241.00,7285.00,15526.00
HAMILTON ISLAND,2020,10,8730.00,9254.00,17984.00,0.00,0.00,0.00,8730.00,9254.00,17984.00
HAMILTON ISLAND,2020,11,9643.00,9220.00,18863.00,0.00,0.00,0.00,9643.00,9220.00,18863.00
HAMILTON ISLAND,2020,12,14690.00,13664.00,28354.00,0.00,0.00,0.00,14690.00,13664.00,28354.00
HAMILTON ISLAND,2021,1,10317.00,12310.00,22627.00,0.00,0.00,0.00,10317.00,12310.00,22627.00
HAMILTON ISLAND,2021,2,11631.00,10806.00,22437.00,0.00,0.00,0.00,11631.00,10806.00,22437.00
HAMILTON ISLAND,2021,3,18225.00,17235.00,35460.00,0.00,0.00,0.00,18225.00,17235.00,35460.00
HAMILTON ISLAND,2021,4,20772.00,20463.00,41235.00,0.00,0.00,0.00,20772.00,20463.00,41235.00
HAMILTON ISLAND,2021,5,19954.00,21048.00,41002.00,0.00,0.00,0.00,19954.00,21048.00,41002.00
HAMILTON ISLAND,2021,6,17249.00,16271.00,33520.00,0.00,0.00,0.00,17249.00,16271.00,33520.00
HAMILTON ISLAND,2021,7,10794.00,13887.00,24681.00,0.00,0.00,0.00,10794.00,13887.00,24681.00
HAMILTON ISLAND,2021,8,4340.00,4691.00,9031.00,0.00,0.00,0.00,4340.00,4691.00,9031.00
HAMILTON ISLAND,2021,9,10406.00,9404.00,19810.00,0.00,0.00,0.00,10406.00,9404.00,19810.00
